loanee_id,name,age,gender,amount_borrowed,date_borrowed,expected_repayment_date,date_repaid,amount_to_be_repaid,employment_status,income,credit_score,loan_purpose,loan_type,interest_rate,loan_term,address,city,state,zip_code,country,email,phone_number,marital_status,dependents,education_level,employer,job_title,years_employed
80,Jessica Rodriguez,38,Female,35527.91,2023-12-22,2026-02-21,"2026-02-214 days, 0:00:00",39080.7,Employed,65804.38,666,Personal,Unsecured,0.1,23,"8172 Robbins Streets, North Davidside, LA 63039",Angelabury,NH,26634,USA,gutierrezbianca@example.net,925.717.4743x1363,Single,0,Bachelor,Rivera PLC,Broadcast engineer,1
81,Jeffrey Morgan,53,Male,88247.95,2024-03-01,2026-05-22,,99720.18,Employed,26806.19,591,Education,Secured,0.13,26,"96246 Ray Run Apt. 083, Reyesburgh, IN 03392",West Nathan,SC,84197,USA,kfletcher@example.org,515-568-8660,Married,5,High School,French LLC,"Surveyor, commercial/residential",8
82,Chelsea Evans,38,Female,71750.51,2023-12-09,2026-05-22,"2026-05-22-4 days, 0:00:00",83948.09,Self-employed,31653.86,579,Personal,Secured,0.17,26,"1056 Stephen Streets, Luishaven, PW 87721",Whiteborough,HI,87100,USA,amandaatkins@example.net,001-921-988-2646x10081,Divorced,1,Doctorate,"Thomas, Henderson and Rodriguez","Surveyor, minerals",15
83,Pamela Smith,31,Male,28882.55,2023-12-19,2027-02-16,,33214.934,Employed,62458.45,692,Home,Secured,0.15,35,"45897 John Meadow Suite 193, North Jacobborough, TN 57119",Griffinborough,MP,97212,USA,fernandezdana@example.org,640.636.9501x69317,Widowed,3,High School,Montgomery-Wright,Tourist information centre manager,15
84,Tyler Stevens,46,Male,78245.64,2023-07-15,2025-10-24,,87635.12,Self-employed,73811.77,752,Personal,Unsecured,0.12,19,"0468 Andrew Village Apt. 838, Port Michaelland, PR 41699",New Jason,MN,14504,USA,loweryjoel@example.com,(634)538-2149x5703,Divorced,5,Bachelor,"Hernandez, Duran and Mcgee",Politician's assistant,5
85,Michael Lawrence,62,Male,69239.28,2024-02-18,2026-11-18,,77547.99,Employed,39878.85,848,Home,Secured,0.12,32,"22967 Novak Dale, Watsonstad, MO 03241",Jonesland,IA,81832,USA,fryrandy@example.net,001-990-864-7906,Single,5,Master,Robinson Inc,Haematologist,14
86,Danielle Harris,34,Male,34821.07,2024-02-09,2027-05-17,,41088.863,Employed,27452.81,517,Business,Secured,0.18,38,"542 Mark Locks, Port Jesse, MS 76110",Anthonyland,TN,71661,USA,rodriguezvictoria@example.com,+1-589-303-9847x07596,Divorced,4,Bachelor,Holt Group,Engineering geologist,5
87,Pamela Mckinney,65,Male,88347.76,2023-05-10,2028-06-10,"2028-06-106 days, 0:00:00",101599.92,Unemployed,33271.35,651,Personal,Secured,0.15,51,"669 Morgan Way, Port Ashlee, DC 98057",West Haleyside,ND,43712,USA,tlewis@example.com,934-902-9376,Married,3,Bachelor,Johnson PLC,Medical technical officer,2
88,Mark Cruz,35,Male,91282.4,2023-09-30,2026-04-22,,109538.88,Unemployed,26631.89,752,Personal,Unsecured,0.2,25,"839 Daniel Unions, Ballshire, MA 87405",New Susan,WY,14558,USA,tylersweeney@example.net,4652163068,Divorced,2,Doctorate,"James, Whitehead and Campbell",Architectural technologist,3
89,Brandon Jefferson,59,Male,69048.13,2023-12-07,2028-11-07,"2028-11-0718 days, 0:00:00",75952.945,Self-employed,86225.58,673,Personal,Unsecured,0.1,56,"400 Julia Crest, Thompsonmouth, MT 08063",New Alex,HI,96087,USA,williamhall@example.org,(207)545-3473x997,Married,1,Master,Taylor-Reyes,Chiropractor,4
90,Mary Martinez,48,Male,80464.21,2024-03-15,2025-03-28,"2025-03-28-28 days, 0:00:00",94143.125,Self-employed,44560.6,566,Business,Unsecured,0.17,12,"71944 Smith Cove, Lake David, DC 38642",Evansmouth,NJ,69929,USA,haletammy@example.org,(637)393-0621,Single,4,Doctorate,Bradshaw-Johnson,Architect,12
91,Justin Cross,20,Female,18385.96,2023-07-20,2025-11-23,"2025-11-231 day, 0:00:00",20959.994,Unemployed,57200.68,775,Home,Secured,0.14,20,"547 Eric Trafficway Suite 453, Ryanfort, NM 51720",Normaside,AS,07586,USA,wtaylor@example.com,6427622808,Single,2,Bachelor,Porter Group,Sport and exercise psychologist,12
92,Joseph King,37,Female,27745.05,2023-11-11,2026-05-22,"2026-05-2230 days, 0:00:00",32739.158,Unemployed,62024.49,640,Business,Unsecured,0.18,26,"484 Michael Locks, Lake Melvinborough, IN 86092",New Emmaton,KY,03154,USA,csmith@example.com,438-537-8914,Widowed,4,Master,"Harrell, Gray and Mata",Dispensing optician,8
93,Ryan Martinez,51,Male,84323.71,2024-01-30,2025-10-24,"2025-10-2419 days, 0:00:00",98658.74,Unemployed,91889.93,780,Education,Unsecured,0.17,19,"72075 Meghan Trail, West Adam, WI 78519",Leefort,TN,87061,USA,hectorrivera@example.org,305.706.2114x1065,Single,3,Bachelor,Shepherd Inc,Industrial buyer,14
94,Angel Miles,54,Male,8987.39,2023-10-27,2028-10-08,"2028-10-0813 days, 0:00:00",9976.003,Unemployed,33442.39,557,Education,Unsecured,0.11,55,"8979 Wendy Ferry Suite 753, Raystad, ID 98323",Port Leslie,MD,08109,USA,cwilliams@example.com,963.321.0206x99410,Widowed,0,Master,Davis-Hahn,IT trainer,12
95,Anthony Rowland,55,Female,50105.76,2023-09-04,2027-08-15,"2027-08-151 day, 0:00:00",55617.395,Self-employed,70329.17,767,Personal,Secured,0.11,41,"857 Christine Trail, Jamesland, MS 82922",East Pamela,TX,79796,USA,carpenterdanielle@example.org,966.520.7441x67580,Divorced,5,High School,Lambert-Romero,"Surveyor, quantity",7
96,Maria Curry,26,Male,94454.16,2023-05-12,2026-06-21,"2026-06-2125 days, 0:00:00",108622.28,Employed,30551.92,812,Personal,Secured,0.15,27,"397 Herrera Pass Apt. 168, Perezton, WI 91851",North Michellebury,PA,29616,USA,howard57@example.com,+1-223-224-7519x56771,Single,4,Doctorate,Liu-Harrington,Product/process development scientist,6
97,Lori Bright,64,Male,72615.05,2023-09-05,2025-05-27,,84233.46,Self-employed,56079.85,668,Home,Unsecured,0.16,14,"USCGC Liu, FPO AE 87003",North Timothy,CA,21844,USA,ipratt@example.org,4522706794,Married,1,Master,"Meyers, Barker and Scott","Lecturer, further education",10
98,Amanda Garza,49,Female,54937.99,2023-09-10,2028-07-10,"2028-07-10-10 days, 0:00:00",65925.586,Employed,58454.79,834,Personal,Secured,0.2,52,"22042 Amber Camp Suite 163, West Paul, ME 22103",Grayhaven,ME,92636,USA,hwilliams@example.org,350.654.0202x87678,Single,5,Master,Malone Ltd,"Accountant, chartered",4
99,Glenn Lewis,34,Female,63852.15,2023-05-27,2025-07-26,"2025-07-263 days, 0:00:00",72791.45,Employed,56622.18,700,Personal,Secured,0.14,16,"2805 Tanya Rue, New Matthew, AS 60693",Barbaraville,GA,15441,USA,justinscott@example.com,+1-767-472-8283x4037,Widowed,1,Bachelor,Mora-Cochran,Water engineer,1
100,Kelly Mendez,29,Male,57987.14,2023-06-28,2027-03-18,"2027-03-18-2 days, 0:00:00",66685.21,Unemployed,38730.04,670,Personal,Secured,0.15,36,"774 Nolan Tunnel Apt. 555, Victoriaville, WA 88825",Curtisfurt,NH,62322,USA,francis73@example.net,534.837.1672x696,Single,2,Master,Anderson-Martinez,Site engineer,19
101,Lonnie Schultz,37,Female,4243.19,2023-10-31,2027-06-16,,4922.1006,Unemployed,49140.72,698,Home,Unsecured,0.16,39,"USS Moore, FPO AP 46195",Roberthaven,GA,15499,USA,hollyhayes@example.com,289-800-1201x50221,Divorced,4,High School,Mcmillan Ltd,Hydrogeologist,20
102,Andrew Baker,50,Female,37828.04,2023-12-29,2027-08-15,"2027-08-15-11 days, 0:00:00",42745.684,Self-employed,24874.74,767,Education,Secured,0.13,41,"292 Lang Ferry, Lopezberg, SD 06241",East Marcuston,CT,11391,USA,gerald82@example.net,7224156142,Widowed,1,High School,Thompson-Wilkins,Publishing copy,11
103,Brian Walker,54,Male,92267.99,2023-05-01,2026-05-22,,104262.83,Employed,86669.75,702,Business,Secured,0.13,26,"491 Erin Bypass, North Theresa, OH 97770",New Allenhaven,IN,30950,USA,thomaskimberly@example.com,001-882-388-4085x6420,Single,5,Doctorate,Lamb LLC,"Teacher, secondary school",17
104,Joseph Williams,57,Female,87021.19,2023-06-27,2028-02-11,"2028-02-113 days, 0:00:00",96593.52,Self-employed,46224.65,544,Business,Unsecured,0.11,47,"Unit 6053 Box 7125, DPO AA 98976",Laurenberg,CO,67395,USA,okennedy@example.net,542-843-4013,Single,1,Doctorate,Wright-Bridges,Air broker,19
105,Cameron Mitchell PhD,36,Female,71629.99,2023-08-27,2025-11-23,"2025-11-23-8 days, 0:00:00",80225.586,Employed,68000.02,556,Education,Unsecured,0.12,20,"PSC 2771, Box 7450, APO AE 62052",Campbellmouth,WI,45126,USA,daviscrystal@example.com,566-891-7986x570,Widowed,3,Bachelor,Goodman Group,Animal technologist,12
106,Eric Bennett,56,Male,43722.81,2023-07-21,2026-10-19,,49406.773,Self-employed,53146.44,642,Education,Secured,0.13,31,"Unit 5679 Box 8138, DPO AE 81537",North Ryan,KS,96684,USA,whoward@example.com,+1-679-383-0300x791,Divorced,4,High School,Jenkins-Hansen,Special educational needs teacher,4
107,Shawn Woods,52,Female,95163.44,2023-04-07,2028-07-10,"2028-07-10-7 days, 0:00:00",109437.95,Self-employed,26612.47,759,Business,Secured,0.15,52,"6184 Hill Lock, Lake Michele, VA 34794",North Robert,AS,20360,USA,bjoseph@example.com,290.252.5491,Married,1,Doctorate,Cochran-Moore,Quantity surveyor,15
108,Megan Mendoza,34,Male,67185.6,2024-02-12,2026-06-21,,77263.44,Self-employed,51471.12,695,Business,Secured,0.15,27,"USNS Moore, FPO AA 98654",Castroberg,IL,40716,USA,james43@example.net,465-785-3960,Married,0,High School,Smith-Bryant,Probation officer,19
109,David Jones,54,Male,83172.56,2023-09-11,2026-07-21,"2026-07-21-14 days, 0:00:00",98143.62,Unemployed,73546.55,809,Business,Secured,0.18,28,"804 Christina Junction, New Tamaraburgh, GU 49783",East Brandon,DE,00591,USA,nanderson@example.net,902.485.9110x08060,Widowed,2,High School,Patton-King,Data processing manager,15
110,Tyler Henderson,22,Male,57242.78,2024-03-31,2025-06-26,"2025-06-26-20 days, 0:00:00",68691.336,Unemployed,87430.41,537,Business,Unsecured,0.2,15,"51818 Garcia Overpass, Jamesfurt, PA 33634",Port Xavier,GU,39947,USA,tammiehogan@example.net,643.844.7082,Single,0,Doctorate,Poole-Waters,Energy engineer,5
111,Michelle Webster,45,Female,69651.39,2023-05-14,2028-06-10,"2028-06-1030 days, 0:00:00",82188.64,Employed,32595.01,804,Business,Unsecured,0.18,51,"48411 Davis Row, West Dawn, UT 74106",Virginiaport,ID,02093,USA,burtonyvonne@example.org,475-973-4891,Divorced,4,Bachelor,"Guerrero, Williams and Cohen",Make,4
112,Mr. Philip Schneider,34,Female,52380.61,2023-09-21,2028-02-11,"2028-02-11-7 days, 0:00:00",59713.895,Self-employed,25757.39,629,Business,Unsecured,0.14,47,"808 Brenda Squares, West Sherry, GA 95368",Port William,MP,43847,USA,johnstafford@example.org,531-885-3107,Widowed,2,Bachelor,Pearson Inc,Dance movement psychotherapist,9
113,Katherine Garrison,42,Male,38004.57,2023-05-09,2026-11-18,"2026-11-1818 days, 0:00:00",42565.117,Unemployed,80875.35,555,Personal,Secured,0.12,32,"8454 Gillespie Meadows Apt. 712, Erinton, IL 41092",New Amberland,UT,96345,USA,michael70@example.com,(344)754-5182,Widowed,4,Doctorate,Davidson-Rodriguez,"Surveyor, insurance",19
114,Jason Simmons,40,Male,54918.94,2024-02-18,2025-04-27,"2025-04-27-20 days, 0:00:00",64255.16,Employed,22271.69,619,Personal,Secured,0.17,13,"22249 Mitchell Crescent Apt. 902, North Heather, CT 20536",Cherryhaven,MI,76369,USA,wendy56@example.org,+1-679-338-6566x59011,Widowed,2,Master,Mora Ltd,"Engineer, agricultural",8
115,Melissa Aguirre,54,Male,33213.18,2024-01-10,2026-05-22,"2026-05-2217 days, 0:00:00",38859.42,Unemployed,85230.91,668,Home,Unsecured,0.17,26,"885 Barron Mall Suite 790, Davisfort, TX 74479",Charleston,MH,77458,USA,michaelwalker@example.net,5939887316,Married,4,Doctorate,Bates Group,Speech and language therapist,11
116,Jodi Phillips,39,Female,29582.06,2023-11-05,2029-03-07,"2029-03-0718 days, 0:00:00",32836.086,Employed,26485.34,778,Business,Secured,0.11,60,"600 Francisco Mountain, West Scottland, MO 27080",Calderonview,NH,00552,USA,zacharyjones@example.com,001-373-768-1349x27688,Divorced,1,High School,Raymond-Alvarez,Multimedia specialist,13
117,Tonya Chavez,64,Female,3997.78,2023-11-18,2028-07-10,,4477.5137,Unemployed,83158.68,777,Business,Secured,0.12,52,"781 Parker Plains Suite 989, Jasonton, TN 48640",Jamesfurt,VA,81675,USA,johnsonjohn@example.com,(921)262-9635x892,Single,4,Doctorate,"Martinez, Lee and Hendrix",Health promotion specialist,18
118,Cameron White,26,Male,17046.83,2023-04-29,2028-12-07,,18921.98,Unemployed,62847.53,627,Personal,Secured,0.11,57,"818 Smith Stream Suite 449, Annhaven, NC 50339",Lake Frankside,OK,86666,USA,tracy02@example.net,579-673-1789x22416,Divorced,3,Master,Ray Group,Bookseller,0
119,Marcia Payne,45,Female,68773.75,2023-05-16,2028-11-07,"2028-11-0719 days, 0:00:00",80465.29,Self-employed,83028.75,627,Home,Unsecured,0.17,56,"6928 Hobbs Corner Apt. 698, East Sergiofort, MN 52986",Wilsonburgh,UT,09357,USA,tlindsey@example.org,001-634-764-5118x715,Married,2,Master,"Palmer, Scott and Hood",Analytical chemist,0
120,Ronald Cervantes,47,Female,3001.98,2023-08-26,2029-01-06,"2029-01-0612 days, 0:00:00",3512.3167,Unemployed,30371.6,636,Education,Secured,0.17,58,"3055 Maria Dale, North Michelleton, UT 54696",Singletonmouth,MT,95420,USA,pdiaz@example.com,898-812-5291x0956,Married,1,Bachelor,Baker-Gonzalez,Contracting civil engineer,0
121,Amanda Holt,29,Female,33997.65,2023-08-14,2027-06-16,,38417.344,Employed,69572.02,693,Business,Secured,0.13,39,"Unit 1558 Box 8065, DPO AA 79029",Smithhaven,AL,82084,USA,fmcguire@example.com,501.264.9376,Divorced,4,High School,Johnson-Green,Homeopath,4
122,Ryan Ford,33,Female,68953.66,2023-11-29,2028-05-11,"2028-05-11-13 days, 0:00:00",81365.32,Employed,40580.11,590,Personal,Unsecured,0.18,50,"Unit 6267 Box 6502, DPO AE 42451",North Teresa,AR,67967,USA,lovedavid@example.net,001-833-460-0024,Widowed,3,Doctorate,Harris Group,Accommodation manager,17
123,Stephanie Vazquez,63,Female,87161.79,2023-12-17,2026-08-20,"2026-08-2015 days, 0:00:00",102850.914,Self-employed,46788.19,786,Home,Secured,0.18,29,"3336 Blair Summit, Forbeshaven, FM 23967",Port Eric,OH,57724,USA,salinasjenna@example.net,669-590-6328x27323,Divorced,2,Bachelor,Gutierrez Ltd,Clinical embryologist,18
124,Robert Gilbert,57,Female,57131.51,2024-01-21,2026-05-22,"2026-05-22-1 day, 0:00:00",63415.977,Unemployed,57502.16,799,Business,Secured,0.11,26,"84668 Lee Neck, New Michaelberg, DE 75575",Brandonton,MT,08341,USA,james28@example.com,670.609.5423x8791,Divorced,4,Bachelor,"Johnson, Daniels and Carter",Equities trader,20
125,David Greer,24,Male,82945.03,2023-12-12,2026-08-20,"2026-08-2020 days, 0:00:00",95386.78,Self-employed,28702.72,679,Personal,Unsecured,0.15,29,"2940 Diane Mill, Hamiltonview, MI 34151",Lauraburgh,VI,08774,USA,elizabeth08@example.com,542-932-0012,Divorced,0,Bachelor,"Webb, Rivera and Hodges",Broadcast engineer,7
126,Timothy Harris,27,Female,57146.76,2023-07-13,2026-05-22,,67433.18,Unemployed,98437.96,551,Personal,Unsecured,0.18,26,"06134 Wilson Lodge Suite 163, Alexanderburgh, PR 57184",West Andrew,KY,47032,USA,dmcdonald@example.com,(682)489-8895x50281,Single,1,Doctorate,"Bird, Soto and Turner",Homeopath,5
127,Audrey Pruitt,45,Female,96070.36,2024-01-30,2026-06-21,,112402.32,Employed,66823.45,721,Education,Secured,0.17,27,"3674 Carlson Trail, Kennethburgh, RI 36466",North Robin,SD,10837,USA,kyleclay@example.net,001-971-439-8232x851,Single,2,Doctorate,Newman-Garrison,"Pilot, airline",2
128,Felicia Logan,37,Female,86998.35,2023-09-10,2027-12-13,"2027-12-1323 days, 0:00:00",103528.04,Unemployed,93831.08,673,Home,Unsecured,0.19,45,"USNS Hanna, FPO AE 67158",Hopkinsville,AS,20219,USA,mfoster@example.com,7384815786,Married,2,Bachelor,Floyd-Wright,"Scientist, biomedical",4
129,Jon Acosta,27,Male,12811.89,2023-10-16,2027-11-13,"2027-11-1315 days, 0:00:00",14477.436,Unemployed,53723.62,604,Education,Unsecured,0.13,44,"72504 Perez Junctions Suite 644, West Laura, VT 91629",Brownview,NE,39150,USA,jonesjose@example.org,(907)788-5200,Divorced,2,Master,English-Perez,"Designer, furniture",20
130,Matthew Owens,37,Male,14252.13,2023-12-11,2028-01-12,"2028-01-12-11 days, 0:00:00",15819.864,Unemployed,75812.32,599,Personal,Secured,0.11,46,"5463 Tony Shores Suite 356, West Shannon, NE 27487",Lake Sandramouth,OR,02950,USA,carllove@example.com,001-415-332-7164x7054,Widowed,2,Bachelor,Davis LLC,Dance movement psychotherapist,15
131,Wendy Fox,27,Male,21120.44,2023-10-30,2029-01-06,"2029-01-0612 days, 0:00:00",25133.324,Self-employed,57800.28,608,Education,Unsecured,0.19,58,"5311 Hernandez Center Suite 071, Martinview, AK 11848",West Nicholas,MS,26231,USA,zhardy@example.org,532-654-4792,Divorced,4,Bachelor,"Lopez, Miller and Parrish",Fashion designer,9
132,Nicholas Cortez,49,Male,88404.34,2023-08-30,2029-02-05,"2029-02-05-15 days, 0:00:00",101664.99,Unemployed,87824.53,610,Business,Secured,0.15,59,"486 Miller Bypass, Port John, OR 46860",East Sarahchester,VI,02671,USA,evansdavid@example.org,(938)913-4447x5512,Divorced,5,Master,"Pace, Nguyen and Young",Tax inspector,5
133,Miranda Cunningham,58,Female,43901.64,2023-04-05,2025-09-24,,50925.902,Employed,50239.24,789,Business,Secured,0.16,18,"575 Long Drive Apt. 510, Warrenport, WI 08863",Port Cynthiaburgh,IN,49116,USA,malik69@example.org,(842)576-4937x31685,Married,2,Master,"Barton, Frank and Wagner",Telecommunications researcher,4
134,Donna Guerrero,25,Female,7913.28,2023-08-02,2028-12-07,"2028-12-07-6 days, 0:00:00",9179.405,Unemployed,91235.5,806,Education,Unsecured,0.16,57,"210 Dyer Locks, New Jay, OK 48883",New Christopher,MS,00764,USA,hurstcandace@example.com,8208650152,Divorced,0,Doctorate,"Hernandez, Gonzalez and Carr","Nurse, children's",0
135,Matthew Cooley,63,Male,26401.67,2023-10-04,2028-02-11,,29569.871,Self-employed,53023.61,741,Personal,Secured,0.12,47,"5411 Freeman Parkways Suite 518, New Amyshire, VA 56836",East Peter,CA,12160,USA,corey49@example.net,(957)964-6508x047,Married,4,Bachelor,Kennedy-Knight,"Scientist, research (medical)",9
136,Tina Watkins,63,Male,14673.05,2023-11-09,2029-02-05,,16433.816,Employed,21851.91,626,Personal,Unsecured,0.12,59,"Unit 1046 Box 9784, DPO AE 16976",Kingstad,MN,65382,USA,allisonperez@example.org,(505)507-9349x526,Widowed,3,Master,"Byrd, Lyons and Martin",Pathologist,17
137,Sabrina Meyer,55,Male,79286.01,2023-09-19,2026-07-21,,91178.914,Unemployed,51344.13,746,Personal,Secured,0.15,28,"7698 Henry Mount Apt. 483, Lake Jennifershire, IL 56680",Port Michaelhaven,DE,95165,USA,ashley66@example.org,001-930-826-5108x081,Divorced,3,Doctorate,Robertson LLC,Audiological scientist,7
138,Roger Stephenson,21,Female,78945.92,2023-08-05,2028-12-07,"2028-12-07-10 days, 0:00:00",88419.43,Self-employed,27645.67,684,Home,Unsecured,0.12,57,"USNS Walker, FPO AE 61466",Lorraineside,MA,68077,USA,heatherrios@example.org,001-574-540-6879x301,Married,4,Master,Davis Ltd,"Scientist, water quality",9
139,Colleen Hernandez,29,Female,91452.26,2023-12-15,2028-03-12,"2028-03-1226 days, 0:00:00",104255.58,Unemployed,85608.97,833,Home,Unsecured,0.14,48,"7218 Moody Viaduct, East Amber, FL 35960",Goodmanborough,DC,97057,USA,tiffanyevans@example.net,(746)812-8059x17211,Divorced,3,High School,"West, Zimmerman and Williams","Therapist, drama",3
140,Jose Phillips,39,Female,39483.02,2024-03-31,2025-12-23,"2025-12-2329 days, 0:00:00",46984.793,Self-employed,72688.99,686,Business,Unsecured,0.19,21,"864 Coffey Trace, Christopherbury, MH 16721",Juarezside,NM,94159,USA,williamgonzalez@example.org,281-843-4830x54195,Married,5,High School,Grant-Harrington,"Teacher, adult education",16
141,Emily Smith,57,Male,98848.34,2023-08-18,2026-12-18,"2026-12-1827 days, 0:00:00",114664.08,Self-employed,37496.13,688,Home,Unsecured,0.16,33,"63633 Barber Street, Navarroville, AL 50103",Port Nicole,WI,33421,USA,swest@example.org,+1-318-499-3160x045,Widowed,1,Doctorate,Jacobs PLC,"Nurse, mental health",16
1963,Paul Ward,21,Male,68045.79,2023-11-20,2028-01-12,,79613.58,Employed,73091.07,546,Education,Unsecured,0.17,46,"PSC 6456, Box 7102, APO AE 07203",Lake Bryan,MT,51604,USA,ybarrett@example.org,001-454-408-6146x2084,Single,4,Bachelor,Howell Inc,Comptroller,20
142,Nicole Daniel,50,Male,85522.22,2023-12-15,2026-10-19,"2026-10-1914 days, 0:00:00",101771.445,Employed,43557.5,502,Education,Secured,0.19,31,"5025 Terrell Points Suite 930, East Jason, MT 54579",North Amandafurt,MN,63512,USA,patricia63@example.com,(693)880-8595,Single,4,Master,"Reed, Harris and Cook",Plant breeder/geneticist,6
143,Eric Barber,39,Male,56926.17,2024-02-28,2027-10-14,"2027-10-14-7 days, 0:00:00",64326.57,Self-employed,25055.67,664,Education,Secured,0.13,43,"702 Rachel Parkway Suite 456, Bakerburgh, NJ 03130",Butlermouth,ME,69554,USA,mackenzie24@example.org,(567)335-5586,Single,5,Master,Smith-Ewing,Podiatrist,0
